code,name,unit,preunit
A9ER,CPI wts: Non-energy industrial goods GOODS,Parts per 1000,NA
A9ES,CPI wts: Durables GOODS,Parts per 1000,NA
A9ET,CPI wts: Semi-durables GOODS,Parts per 1000,NA
A9EU,CPI wts: Non-durables GOODS,Parts per 1000,NA
A9EV,CPI wts: Non-seasonal food GOODS,Parts per 1000,NA
A9EW,"CPI wts: Food, alcoholic beverages & tobacco GOODS",Parts per 1000,NA
A9EX,CPI wts: Processed food & non-alcoholic beverages GOODS,Parts per 1000,NA
A9EY,CPI wts: Unprocessed food GOODS,Parts per 1000,NA
A9EZ,CPI wts: Seasonal food GOODS,Parts per 1000,NA
A9F2,CPI wts: Industrial goods GOODS,Parts per 1000,NA
A9F3,CPI wts: Energy GOODS,Parts per 1000,NA
A9F4,"CPI wts: Electricity, gas & misc. energy GOODS",Parts per 1000,NA
A9F5,CPI wts: CPI excluding tobacco SPECIAL AGGREGATES,Parts per 1000,NA
A9F6,CPI wts: Clothing & footwear goods GOODS,Parts per 1000,NA
A9F7,CPI wts: Housing goods GOODS,Parts per 1000,NA
A9F8,CPI wts: Household goods GOODS,Parts per 1000,NA
A9F9,CPI wts: Water supply; materials for maintenance & repair GOODS,Parts per 1000,NA
A9FA,CPI wts: Medical goods GOODS,Parts per 1000,NA
A9FB,"CPI wts: Vehicles, spare parts & accessories GOODS",Parts per 1000,NA
A9FC,CPI wts: Recreational goods GOODS,Parts per 1000,NA
A9FD,CPI wts: Audio-visual goods GOODS,Parts per 1000,NA
A9FE,CPI wts: Other recreational goods GOODS,Parts per 1000,NA
A9FF,CPI wts: Miscellaneous goods GOODS,Parts per 1000,NA
A9FG,CPI wts: Housing services SERVICES,Parts per 1000,NA
A9FH,CPI wts: Primary housing services SERVICES,Parts per 1000,NA
A9FI,CPI wts: Other housing services SERVICES,Parts per 1000,NA
A9FJ,CPI wts: Travel & transport services SERVICES,Parts per 1000,NA
A9FK,CPI wts: Services for personal transport equipment SERVICES,Parts per 1000,NA
A9FL,CPI wts: Recreational & personal services SERVICES,Parts per 1000,NA
A9FM,CPI wts: Package holidays & accommodation SERVICES,Parts per 1000,NA
A9FN,CPI wts: Other recreational & personal services SERVICES,Parts per 1000,NA
A9FO,CPI wts: Non-catering recreational & personal services SERVICES,Parts per 1000,NA
A9FP,CPI wts: Miscellaneous services SERVICES,Parts per 1000,NA
A9FQ,CPI wts: Miscellaneous & other services SERVICES,Parts per 1000,NA
A9FR,CPI wts: Medical services (dec 1999=100) SERVICES,Parts per 1000,NA
A9FS,"CPI wts: Liquid fuels, vehicle fuels & lubricants GOODS",Parts per 1000,NA
